"Model","Duration","Dose","Dataset","Platform","Gene","Value","Value.adj","High Quality"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","ATP5PO","-0.689","-4.868","False"
"Bt474","4d","","GSE54329","MicroArray","CAPN8","-0.835","-4.867","True"
"T47D","6d","","GSE54329","MicroArray","TNFSF10","0.784","4.866","True"
"T Cd4","3d","","GSE65621","RNASeq","EPSTI1","-0.934","-4.865","True"
"Mcf7","4d","","GSE54329","MicroArray","SNRPD2","-6.511","-4.865","True"
"Zr751","5d","","GSE54329","MicroArray","INSR","1.118","4.864","True"
"Hmec1","","","GSE19082","MicroArray","EFNA1","0.413","4.864","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","APOBEC3B","-1.488","-4.863","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","SYTL2","0.671","4.863","True"
"Hcc1428","5d","","GSE54329","MicroArray","STAT1","0.873","4.863","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","FAM3D","-1.645","-4.860","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","DOCK1","2.250","4.859","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","ZIC2","1.022","4.858","True"
"Hep3B","","","E-MTAB-4570","MicroArray","RHOB","-1.005","-4.858","True"
"Zr751","4d","","GSE54329","MicroArray","LPCAT1","0.830","4.858","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","RNF112","-1.085","-4.857","False"
"Hep3B","","","E-MTAB-4570","MicroArray","CXCL8","-1.005","-4.857","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","CYP21A2","2.248","4.856","False"
"Huh7","","","E-MTAB-4570","MicroArray","GBP2","1.235","4.856","True"
"Mcf7","4d","","GSE54329","MicroArray","MGST1","-6.499","-4.856","True"
"Zr751","4d","","GSE54329","MicroArray","MFN2","0.830","4.854","True"
"Hep3B","","","E-MTAB-4570","MicroArray","SERPINF2","1.004","4.853","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","TNS4","0.669","4.851","True"
"Hcc1428","4d","","GSE54329","MicroArray","NFKBIA","0.804","4.851","True"
"Macrophage","","","GSE123603","RNASeq","DYSF","0.815","4.850","True"
"Bt474","6d","","GSE54329","MicroArray","PPP1R9A","0.923","4.850","True"
"Bt483","4d","","GSE54329","MicroArray","HENMT1","2.661","4.849","False"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","BCL3","2.245","4.849","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","PTP4A3","1.641","4.849","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","CXCL14","-1.331","-4.848","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GCA","1.083","4.848","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","ECM2","-1.331","-4.848","True"
"Bt474","5d","","GSE54329","MicroArray","TRIM2","-0.825","-4.848","True"
"Bt474","4d","","GSE54329","MicroArray","MGLL","0.831","4.847","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","RNASEH2A","-1.751","-4.845","True"
"Hmec1","","","GSE19082","MicroArray","GDF15","0.411","4.844","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","IL1RN","-0.930","-4.843","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","ABCB4","-0.922","-4.843","False"
"T47D","5d","","GSE54329","MicroArray","SERPINI1","-1.138","-4.842","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","SH2B3","-0.273","-4.842","False"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","ANO4","-0.273","-4.841","False"
"Bt474","4d","","GSE54329","MicroArray","ARRDC4","-0.830","-4.841","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","DTX3L","1.088","4.841","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","PGK1","1.697","4.840","True"
"Bt483","6d","","GSE54329","MicroArray","OPN3","1.445","4.840","True"
"Hcc1428","5d","","GSE54329","MicroArray","MAGEA1","0.869","4.839","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","IFI35","1.494","4.839","True"
"Bt474","5d","","GSE54329","MicroArray","LXN","0.823","4.839","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","PHF23","3.080","4.838","False"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","MTDH","0.929","4.837","False"
"Hepg2","","","E-MTAB-4570","MicroArray","IL4R","1.071","4.837","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","PSMC3IP","-0.931","-4.837","False"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","SPDYA","-1.637","-4.837","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","PDE4B","2.239","4.837","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","ASPM","-0.930","-4.836","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","CHDH","0.899","4.836","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","DDX60","1.748","4.835","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","SPON1","3.078","4.834","False"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","COX4I1","-0.688","-4.834","False"
"Bt474","6d","","GSE54329","MicroArray","UPK1A","-0.919","-4.833","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","SOD1","-0.688","-4.833","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","PARP9","1.327","4.833","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","PMP22","1.492","4.833","True"
"Mcf7","4d","","GSE54329","MicroArray","ATP6V1G1","-6.468","-4.833","True"
"T47D","4d","","GSE54329","MicroArray","HIBCH","-1.546","-4.832","True"
"Mcf7","4d","","GSE54329","MicroArray","PSMA5","-6.465","-4.830","True"
"Macrophage","","","GSE123603","RNASeq","GIMAP7","0.812","4.829","True"
"T47D","4d","","GSE54329","MicroArray","S100A9","1.545","4.828","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","TMC5","1.491","4.828","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","BUB1","-1.508","-4.827","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","CLIC4","0.666","4.827","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","BCAR3","-1.015","-4.827","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","TNNC1","-0.974","-4.826","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","LRG1","1.692","4.826","True"
"Bt483","4d","","GSE54329","MicroArray","FBP1","2.648","4.826","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","GSTM3","-1.692","-4.825","True"
"Zr751","4d","","GSE54329","MicroArray","YEATS2","0.825","4.825","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","PRRX1","-1.078","-4.825","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","ODAM","-0.918","-4.824","False"
"Mcf7","4d","","GSE54329","MicroArray","MRPS21","-6.456","-4.823","True"
"Bt474","5d","","GSE54329","MicroArray","SCGN","-0.821","-4.823","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","DUT","-1.691","-4.823","True"
"Zr751","4d","","GSE54329","MicroArray","ADORA2B","0.824","4.821","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","DMXL1","-0.973","-4.821","True"
"Hep3B","","","E-MTAB-4570","MicroArray","JAM2","-0.997","-4.821","True"
"Bt474","6d","","GSE54329","MicroArray","TMEM50B","0.917","4.820","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","DTX4","0.896","4.819","False"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","NAPSB","-3.067","-4.817","False"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","SRXN1","0.657","4.816","False"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","EGR1","2.563","4.816","False"
"T47D","5d","","GSE54329","MicroArray","PFKP","1.132","4.816","True"
"Bt483","6d","","GSE54329","MicroArray","PYGL","1.438","4.815","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","IL7R","-2.229","-4.815","False"
"Bt483","4d","","GSE54329","MicroArray","DCTN1","2.642","4.815","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","SMCO3","1.013","4.815","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","MESD","-0.873","-4.814","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","MT1X","0.685","4.814","False"
"T47D","6d","","GSE54329","MicroArray","GALNT7","-0.775","-4.814","True"
"Mcf7","4d","","GSE54329","MicroArray","ACTB","-6.440","-4.812","True"
"Hcc1428","4d","","GSE54329","MicroArray","CYP2J2","-0.797","-4.812","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","LYZ","-0.657","-4.812","False"
"T Cd4","3d","","GSE65621","RNASeq","NFIL3","0.924","4.811","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CAPRIN2","0.995","4.811","True"
"Mcf7","4d","","GSE54329","MicroArray","ATP5MC2","-6.438","-4.810","True"
"T Cd4","3d","","GSE65621","RNASeq","EMP1","0.924","4.810","True"
"Bt474","4d","","GSE54329","MicroArray","PLAAT2","0.825","4.809","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","POMC","-1.627","-4.808","True"
"Hepg2","","","E-MTAB-4570","MicroArray","CDC25C","-1.065","-4.808","True"
"Efm19","6d","","GSE54329","MicroArray","LIN28A","0.754","4.808","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","TFF3","-1.502","-4.807","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","HSPB8","1.074","4.806","False"
"Bt483","6d","","GSE54329","MicroArray","ADM","1.435","4.806","True"
"Huh7","","","E-MTAB-4570","MicroArray","IFITM1","1.222","4.806","True"
"Macrophage","","","GSE8515","MicroArray","ERBIN","-0.662","-4.805","True"
"Bt474","5d","","GSE54329","MicroArray","GADD45A","0.818","4.805","True"
"Mcf7","5d","","GSE54329","MicroArray","ACO1","0.811","4.805","True"
"Bt483","4d","","GSE54329","MicroArray","TMEM101","2.637","4.805","False"
"Efm19","4d","","GSE54329","MicroArray","BHLHE40","0.674","4.804","True"
"T47D","5d","","GSE54329","MicroArray","SDHD","1.129","4.803","True"
"Efm19","4d","","GSE54329","MicroArray","CRYM","-0.674","-4.802","True"
"Hcc1428","5d","","GSE54329","MicroArray","BEX4","0.862","4.801","True"
"Hep3B","","","E-MTAB-4570","MicroArray","RAB27A","0.993","4.800","True"
"Bt483","4d","","GSE54329","MicroArray","PNMA8A","2.634","4.800","False"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","ASPHD2","0.662","4.799","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","MST1","-0.655","-4.798","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","NAMPT","1.009","4.798","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","IGFBP2","-1.468","-4.798","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","CHAD","-1.734","-4.797","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","LPCAT2","-1.481","-4.797","True"
"Macrophage","","","GSE8515","MicroArray","CEMIP2","0.661","4.796","True"
"Mcf7","4d","","GSE54329","MicroArray","RPL21","-6.419","-4.796","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","MOGAT1","-1.623","-4.796","True"
"Hep3B","","","E-MTAB-4570","MicroArray","ARHGEF38","0.992","4.796","True"
"Bt483","4d","","GSE54329","MicroArray","LIN7B","2.631","4.794","False"
"Zr751","5d","","GSE54329","MicroArray","GALNT6","1.101","4.794","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","COX7C","-0.678","-4.794","False"
"Huh7","","","E-MTAB-4570","MicroArray","TSPAN12","1.219","4.792","True"
"Hepg2","4h","10ng/mL","GSE4885","MicroArray","GK","-0.920","-4.791","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","PLAT","1.315","4.790","True"
"Hmec1","","","GSE19082","MicroArray","PTMS","0.406","4.789","True"
"Efm19","6d","","GSE54329","MicroArray","KRT4","-0.751","-4.788","True"
"Huh7","","","E-MTAB-4570","MicroArray","DPP4","-1.218","-4.788","True"
"T47D","5d","","GSE54329","MicroArray","CDH3","1.125","4.788","True"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","DHX57","-0.815","-4.787","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","EDN2","1.007","4.787","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","SNAPC3","-0.966","-4.787","True"
"Hcc1428","6d","","GSE54329","MicroArray","HBP1","0.931","4.787","True"
"Bt474","6d","","GSE54329","MicroArray","DUSP2","-0.911","-4.787","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","DSCC1","-0.921","-4.787","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","CPXM2","-0.890","-4.786","False"
"Hep3B","","","E-MTAB-4570","MicroArray","SLC12A2","-0.990","-4.786","True"
"Bt474","6d","","GSE54329","MicroArray","C19orf18","0.910","4.785","True"
"Dendritic","12h","","GSE45466","MicroArray","P2RY8","-0.393","-4.784","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HLA-C","1.477","4.784","True"
"Efm19","6d","","GSE54329","MicroArray","NTN4","0.750","4.783","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","SERPINB13","1.313","4.781","True"
"Hcc1428","6d","","GSE54329","MicroArray","MAGEA1","0.930","4.780","True"
"Hcc1428","5d","","GSE54329","MicroArray","ZNF83","0.859","4.780","True"
"Hcc1428","5d","","GSE54329","MicroArray","NFKBIZ","0.858","4.778","True"
"Bt483","4d","","GSE54329","MicroArray","ITPR1","2.622","4.778","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","SCGB1A1","0.888","4.778","False"
"T47D","6d","","GSE54329","MicroArray","GGT6","-0.769","-4.777","True"
"T Cd4","3d","","GSE65621","RNASeq","CTSB","0.917","4.777","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CCN2","-0.988","-4.775","True"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","ZNF69","-0.813","-4.774","True"
"Ovarian Cancer","","","GSE20272","MicroArray","MPHOSPH8","-0.888","-4.774","True"
"Bt474","5d","","GSE54329","MicroArray","FHL2","0.812","4.773","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","ASB5","-1.066","-4.773","False"
"Bt483","4d","","GSE54329","MicroArray","HOXC4","2.619","4.773","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","S100A8","1.673","4.773","True"
"Dendritic","12h","","GSE45466","MicroArray","GABARAP","0.392","4.773","False"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","CEMIP","-0.269","-4.772","False"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","EPHA5","-2.540","-4.771","False"
"Mcf7","4d","","GSE54329","MicroArray","SQSTM1","-6.383","-4.769","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","TMCO2","-2.208","-4.769","False"
"Huh7","","","E-MTAB-4570","MicroArray","LCP1","-1.213","-4.769","True"
"Hcc1428","4d","","GSE54329","MicroArray","GEM","0.790","4.768","True"
"T Cd4","3d","","GSE65621","RNASeq","TIMP1","0.916","4.768","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","MX2","1.309","4.768","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","UBE2C","-1.458","-4.767","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","HCN2","0.886","4.767","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","ERP27","1.309","4.767","True"
"Ovarian Cancer","","","GSE20272","MicroArray","LSS","-0.887","-4.767","True"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","IGFBP1","-0.438","-4.766","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","SLC2A12","-1.002","-4.766","True"
"Zr751","5d","","GSE54329","MicroArray","CASP4","1.095","4.765","True"
"Efm19","4d","","GSE54329","MicroArray","FHL2","0.669","4.765","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","EGR1","2.206","4.765","False"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","DNAJC28","2.206","4.764","True"
"Mcf7","4d","","GSE54329","MicroArray","WDR83OS","-6.375","-4.763","True"
"Mcf7","5d","","GSE54329","MicroArray","PKP1","-0.803","-4.763","True"
"Mcf7","4d","","GSE54329","MicroArray","TMSB4X","-6.373","-4.762","True"
"Bt483","4d","","GSE54329","MicroArray","PEX11A","2.612","4.761","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","ETS2","1.721","4.761","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","VSIG4","1.611","4.761","True"
"Zr751","5d","","GSE54329","MicroArray","MUCL1","1.094","4.761","True"
"Hep3B","","","E-MTAB-4570","MicroArray","CP","0.985","4.761","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","KRT86","-1.669","-4.760","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","NDN","-1.063","-4.760","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","PSMB8","0.916","4.760","False"
"Ovarian Cancer","","","GSE20272","MicroArray","G3BP1","-0.885","-4.758","True"
"Efm19","5d","","GSE54329","MicroArray","S100A8","1.039","4.757","True"
"Efm19","4d","","GSE54329","MicroArray","S1PR5","-0.668","-4.757","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","SLC5A1","-0.915","-4.756","False"
"Huh7","","","E-MTAB-4570","MicroArray","SIM1","1.209","4.756","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","SLC7A5","-1.306","-4.756","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","BUB1","-1.667","-4.755","True"
"Bt483","6d","","GSE54329","MicroArray","ZNF292","1.420","4.755","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","SPON2","-1.062","-4.754","False"
"Hcc1428","4d","","GSE54329","MicroArray","CASP14","0.788","4.754","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","DTL","-1.468","-4.754","True"
"Macrophage","","","GSE123603","RNASeq","GM2A","-0.799","-4.754","True"
"Hep3B","","","E-MTAB-4570","MicroArray","MT2A","0.983","4.754","True"
"T Cd4","3d","","GSE65621","RNASeq","IPCEF1","-0.913","-4.753","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","PMP22","1.666","4.753","True"
"Bt483","5d","","GSE54329","MicroArray","SLC4A8","1.511","4.753","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","TPM1","-0.268","-4.753","False"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","RPL8","-0.676","-4.752","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","FOLR3","1.305","4.751","True"
"Bt474","5d","","GSE54329","MicroArray","SULF2","0.808","4.751","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","CST3","-3.025","-4.751","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","IER3","0.904","4.750","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","CENPH","-1.484","-4.748","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","PYGL","1.466","4.748","True"
"T Cd4","3d","","GSE65621","RNASeq","PTGER2","-0.912","-4.748","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","KIFC1","-1.452","-4.748","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","CDKN3","-1.484","-4.748","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","IPO4","0.672","4.748","False"
"Multiple Myeloma","24h","10ng/mL","GSE115558","MicroArray","CYP21A2","2.527","4.747","False"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","SH3BGR","-0.958","-4.747","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","RNF183","0.860","4.746","True"
"Macrophage","","","GSE123603","RNASeq","PAQR8","-0.798","-4.744","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","PITPNC1","1.715","4.744","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","RHBDL1","0.957","4.743","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","NEK2","-1.714","-4.743","True"
"Zr751","4d","","GSE54329","MicroArray","TMTC1","-0.811","-4.742","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","POLB","1.464","4.742","True"
"Bt474","6d","","GSE54329","MicroArray","ASS1","0.902","4.742","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","ELF3","2.195","4.742","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","PTGIS","-0.912","-4.742","False"
"Bt483","5d","","GSE54329","MicroArray","IMPA2","1.507","4.742","True"
"Bt474","5d","","GSE54329","MicroArray","VIM","0.807","4.741","True"
"Bt474","6d","","GSE54329","MicroArray","FLNA","-0.902","-4.741","True"
"Efm19","6d","","GSE54329","MicroArray","PLAC1","0.743","4.741","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","RPL27A","-0.647","-4.740","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","TPX2","-1.463","-4.740","True"
"Bt474","5d","","GSE54329","MicroArray","CPE","0.806","4.739","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","SH3BP5","0.881","4.739","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","NR3C1","-0.997","-4.739","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","SERINC2","-1.059","-4.739","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","STARD4","-0.997","-4.738","True"
"T Cd4","3d","","GSE65621","RNASeq","KCNN4","0.910","4.737","True"
"Hcc1428","4d","","GSE54329","MicroArray","PTPRK","0.785","4.737","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","SLAMF1","2.193","4.737","True"
"Efm19","6d","","GSE54329","MicroArray","GSTA4","0.743","4.737","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","PPP1R1B","0.911","4.737","False"
"Bt483","4d","","GSE54329","MicroArray","GLRX","2.599","4.737","False"
"Bt483","5d","","GSE54329","MicroArray","PIP4P2","1.505","4.735","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","SLAMF6","3.015","4.735","False"
"Hepg2","","","E-MTAB-4570","MicroArray","HSD17B7P2","-1.048","-4.734","True"
"Macrophage","","","GSE8515","MicroArray","NUCB2","-0.652","-4.733","True"
"Hcc1428","5d","","GSE54329","MicroArray","MAGEA11","0.850","4.732","True"
